factuurnummer,klantnummer,factuurdatum,bedrag_incl_btw,journaal_id,businesslijn,transactienummer
PR003861,C10144,2016-08-15,2274.8,71,Verkoopboek projecten,20015
PR003862,C10145,2016-08-15,3968.8,71,Verkoopboek projecten,20016
PR003863,C10146,2016-08-15,1210,71,Verkoopboek projecten,20017
PR003864,C10148,2016-08-15,1452,71,Verkoopboek projecten,20018
PR003865,C10150,2016-08-15,2613.6,71,Verkoopboek projecten,20019
PR003866,C10153,2016-08-15,3823.6,71,Verkoopboek projecten,20020
PR003867,C10155,2016-08-15,2032.8,71,Verkoopboek projecten,20021
PR003868,C10157,2016-08-15,4356,71,Verkoopboek projecten,20022
PR003869,C10159,2016-08-15,1210,71,Verkoopboek projecten,20023
PR003870,C10169,2016-08-15,3581.6,71,Verkoopboek projecten,20024
PR003871,C10170,2016-08-15,1064.8,71,Verkoopboek projecten,20025
PR003872,C10185,2016-08-15,5082,71,Verkoopboek projecten,20026
PR003873,C10186,2016-08-15,11228.8,71,Verkoopboek projecten,20027
PR003874,C10003,2016-08-31,2420,71,Verkoopboek projecten,20028
PR003875,C10005,2016-08-31,2371.6,71,Verkoopboek projecten,20029
PR003876,C10007,2016-08-31,2178,71,Verkoopboek projecten,20030
PR003877,C10009,2016-08-31,4186.6,71,Verkoopboek projecten,20031
PR003878,C10010,2016-08-31,5517.6,71,Verkoopboek projecten,20032
PR003879,C10011,2016-08-31,3726.8,71,Verkoopboek projecten,20033
PR003880,C10012,2016-08-31,2516.8,71,Verkoopboek projecten,20034
PR003881,C10013,2016-08-31,6243.6,71,Verkoopboek projecten,20035
PR003882,C10014,2016-08-31,2178,71,Verkoopboek projecten,20036
PR003883,C10015,2016-08-31,968,71,Verkoopboek projecten,20037
PR003884,C10016,2016-08-31,1210,71,Verkoopboek projecten,20038
PR003885,C10017,2016-08-31,3146,71,Verkoopboek projecten,20039
PR003886,C10018,2016-08-31,3823.6,71,Verkoopboek projecten,20040
PR003887,C10019,2016-08-31,3872,71,Verkoopboek projecten,20041
PR003888,C10021,2016-08-31,6243.6,71,Verkoopboek projecten,20042
PR003889,C10022,2016-08-31,1306.8,71,Verkoopboek projecten,20043
PR003890,C10023,2016-08-31,3630,71,Verkoopboek projecten,20044
PR003891,C10024,2016-08-31,2758.8,71,Verkoopboek projecten,20045
PR003892,C10026,2016-08-31,1306.8,71,Verkoopboek projecten,20046
PR003893,C10027,2016-08-31,2274.8,71,Verkoopboek projecten,20047
PR003894,C10028,2016-08-31,5033.6,71,Verkoopboek projecten,20048
PR003895,C10029,2016-08-31,2371.6,71,Verkoopboek projecten,20049
PR003896,C10030,2016-08-31,9389.6,71,Verkoopboek projecten,20050
PR003897,C10031,2016-08-31,2032.8,71,Verkoopboek projecten,20051
PR003898,C10033,2016-08-31,1936,71,Verkoopboek projecten,20052
PR003899,C10034,2016-08-31,2371.6,71,Verkoopboek projecten,20053
PR003900,C10035,2016-08-31,2032.8,71,Verkoopboek projecten,20054
PR003901,C10037,2016-08-31,4114,71,Verkoopboek projecten,20055
PR003902,C10038,2016-08-31,968,71,Verkoopboek projecten,20056
PR003903,C10039,2016-08-31,5033.6,71,Verkoopboek projecten,20057
PR003904,C10040,2016-08-31,1452,71,Verkoopboek projecten,20058
PR003905,C10041,2016-08-31,2432.1,71,Verkoopboek projecten,20059
PR003906,C10042,2016-08-31,6195.2,71,Verkoopboek projecten,20060
PR003907,C10043,2016-08-31,1064.8,71,Verkoopboek projecten,20061
PR003908,C10044,2016-08-31,968,71,Verkoopboek projecten,20062
PR003909,C10045,2016-08-31,5662.8,71,Verkoopboek projecten,20063
PR003910,C10046,2016-08-31,3581.6,71,Verkoopboek projecten,20064
PR003911,C10047,2016-08-31,1556.06,71,Verkoopboek projecten,20065
PR003912,C10048,2016-08-31,2057,71,Verkoopboek projecten,20067
PR003913,C10049,2016-08-31,2274.8,71,Verkoopboek projecten,20068
PR003914,C10050,2016-08-31,7695.6,71,Verkoopboek projecten,20069
PR003915,C10053,2016-08-31,1936,71,Verkoopboek projecten,20070
PR003916,C10055,2016-08-31,1306.8,71,Verkoopboek projecten,20071
PR003917,C10056,2016-08-31,4404.4,71,Verkoopboek projecten,20072
PR003918,C10057,2016-08-31,2371.6,71,Verkoopboek projecten,20073
PR003919,C10058,2016-08-31,2274.8,71,Verkoopboek projecten,20074
PR003920,C10059,2016-08-31,3000.8,71,Verkoopboek projecten,20075
PR003921,C10061,2016-08-31,3097.6,71,Verkoopboek projecten,20076
PR003922,C10064,2016-08-31,3484.8,71,Verkoopboek projecten,20077
PR003923,C10068,2016-08-31,968,71,Verkoopboek projecten,20078
PR003924,C10069,2016-08-31,4210.8,71,Verkoopboek projecten,20079
PR003925,C10070,2016-08-31,2976.6,71,Verkoopboek projecten,20080
PR003926,C10072,2016-08-31,4235,71,Verkoopboek projecten,20081
PR003927,C10073,2016-08-31,3484.8,71,Verkoopboek projecten,20082
PR003928,C10076,2016-08-31,5275.6,71,Verkoopboek projecten,20083
PR003929,C10079,2016-08-31,3412.2,71,Verkoopboek projecten,20084
PR003930,C10082,2016-08-31,968,71,Verkoopboek projecten,20085
PR003931,C10084,2016-08-31,1210,71,Verkoopboek projecten,20086
PR003932,C10086,2016-08-31,2274.8,71,Verkoopboek projecten,20087
PR003933,C10087,2016-08-31,3581.6,71,Verkoopboek projecten,20088
PR003934,C10088,2016-08-31,4404.4,71,Verkoopboek projecten,20089
PR003935,C10089,2016-08-31,2032.8,71,Verkoopboek projecten,20090
PR003936,C10090,2016-08-31,2178,71,Verkoopboek projecten,20091
PR003937,C10092,2016-08-31,6340.4,71,Verkoopboek projecten,20092
PR003938,C10093,2016-08-31,6703.4,71,Verkoopboek projecten,20093
PR003939,C10094,2016-08-31,2758.8,71,Verkoopboek projecten,20094
PR003940,C10100,2016-08-31,4323.33,71,Verkoopboek projecten,20095
PR003941,C10101,2016-08-31,2371.6,71,Verkoopboek projecten,20097
PR003942,C10104,2016-08-31,1064.8,71,Verkoopboek projecten,20098
PR003943,C10107,2016-08-31,1210,71,Verkoopboek projecten,20099
PR003944,C10109,2016-08-31,2371.6,71,Verkoopboek projecten,20100
PR003945,C10111,2016-08-31,1210,71,Verkoopboek projecten,20101
PR003946,C10113,2016-08-31,2420,71,Verkoopboek projecten,20102
PR003947,C10114,2016-08-31,1064.8,71,Verkoopboek projecten,20103
PR003948,C10115,2016-08-31,4743.2,71,Verkoopboek projecten,20104
PR003949,C10116,2016-08-31,3242.8,71,Verkoopboek projecten,20105
PR003950,C10117,2016-08-31,8518.4,71,Verkoopboek projecten,20106
PR003951,C10119,2016-08-31,2129.6,71,Verkoopboek projecten,20107
PR003952,C10122,2016-08-31,3678.4,71,Verkoopboek projecten,20108
PR003953,C10124,2016-08-31,5566,71,Verkoopboek projecten,20109
PR003954,C10126,2016-08-31,1064.8,71,Verkoopboek projecten,20110
PR003955,C10131,2016-08-31,5662.8,71,Verkoopboek projecten,20111
PR003956,C10134,2016-08-31,968,71,Verkoopboek projecten,20112
PR003957,C10136,2016-08-31,3726.8,71,Verkoopboek projecten,20113
PR003958,C10138,2016-08-31,2662,71,Verkoopboek projecten,20114
PR003959,C10139,2016-08-31,968,71,Verkoopboek projecten,20115
PR003960,C10140,2016-08-31,1064.8,71,Verkoopboek projecten,20116
PR003961,C10144,2016-08-31,726,71,Verkoopboek projecten,20117
PR003962,C10145,2016-08-31,6243.6,71,Verkoopboek projecten,20118
PR003963,C10146,2016-08-31,3242.8,71,Verkoopboek projecten,20119
PR003964,C10148,2016-08-31,1936,71,Verkoopboek projecten,20120
PR003965,C10153,2016-08-31,1306.8,71,Verkoopboek projecten,20121
PR003966,C10155,2016-08-31,1972.3,71,Verkoopboek projecten,20122
PR003967,C10157,2016-08-31,6098.4,71,Verkoopboek projecten,20123
PR003968,C10158,2016-08-31,1452,71,Verkoopboek projecten,20124
PR003969,C10169,2016-08-31,3005.64,71,Verkoopboek projecten,20125
PR003970,C10170,2016-08-31,1306.8,71,Verkoopboek projecten,20127
PR003971,C10185,2016-08-31,7163.2,71,Verkoopboek projecten,20128
PR003972,C10186,2016-08-31,10599.6,71,Verkoopboek projecten,20129
PR003973,C10003,2016-09-15,2516.8,71,Verkoopboek projecten,20878
PR003974,C10005,2016-09-15,2420,71,Verkoopboek projecten,20879
PR003975,C10006,2016-09-15,6606.6,71,Verkoopboek projecten,20880
PR003976,C10007,2016-09-15,2516.8,71,Verkoopboek projecten,20881
PR003977,C10008,2016-09-15,1064.8,71,Verkoopboek projecten,20882
PR003978,C10009,2016-09-15,3581.6,71,Verkoopboek projecten,20883
PR003979,C10011,2016-09-15,1306.8,71,Verkoopboek projecten,20884
PR003980,C10012,2016-09-15,2420,71,Verkoopboek projecten,20885
PR003981,C10013,2016-09-15,1306.8,71,Verkoopboek projecten,20886
PR003982,C10015,2016-09-15,3484.8,71,Verkoopboek projecten,20887
PR003983,C10016,2016-09-15,2758.8,71,Verkoopboek projecten,20888
PR003984,C10017,2016-09-15,2758.8,71,Verkoopboek projecten,20889
PR003985,C10018,2016-09-15,2420,71,Verkoopboek projecten,20890
PR003986,C10019,2016-09-15,2274.8,71,Verkoopboek projecten,20891
PR003987,C10022,2016-09-15,1064.8,71,Verkoopboek projecten,20892
PR003988,C10023,2016-09-15,1306.8,71,Verkoopboek projecten,20893
PR003989,C10024,2016-09-15,2516.8,71,Verkoopboek projecten,20894
PR003990,C10025,2016-09-15,1306.8,71,Verkoopboek projecten,20895
PR003991,C10026,2016-09-15,2371.6,71,Verkoopboek projecten,20896
PR003992,C10028,2016-09-15,3726.8,71,Verkoopboek projecten,20897
PR003993,C10029,2016-09-15,4549.6,71,Verkoopboek projecten,20898
PR003994,C10030,2016-09-15,6630.8,71,Verkoopboek projecten,20899
PR003995,C10031,2016-09-15,3726.8,71,Verkoopboek projecten,20900
PR003996,C10033,2016-09-15,1064.8,71,Verkoopboek projecten,20901
PR003997,C10034,2016-09-15,4307.6,71,Verkoopboek projecten,20902
PR003998,C10035,2016-09-15,1306.8,71,Verkoopboek projecten,20903
PR003999,C10036,2016-09-15,2274.8,71,Verkoopboek projecten,20904
PR004000,C10037,2016-09-15,1306.8,71,Verkoopboek projecten,20905
PR004001,C10038,2016-09-15,1306.8,71,Verkoopboek projecten,20906
PR004002,C10039,2016-09-15,4065.6,71,Verkoopboek projecten,20907
PR004003,C10040,2016-09-15,1210,71,Verkoopboek projecten,20908
PR004004,C10041,2016-09-15,3678.4,71,Verkoopboek projecten,20909
PR004005,C10042,2016-09-15,4065.6,71,Verkoopboek projecten,20910
PR004006,C10043,2016-09-15,3315.4,71,Verkoopboek projecten,20911
PR004007,C10044,2016-09-15,3484.8,71,Verkoopboek projecten,20912
PR004008,C10045,2016-09-15,2178,71,Verkoopboek projecten,20913
PR004009,C10046,2016-09-15,2637.8,71,Verkoopboek projecten,20914
PR004010,C10047,2016-09-15,3630,71,Verkoopboek projecten,20915
PR004011,C10048,2016-09-15,6969.6,71,Verkoopboek projecten,20916
PR004012,C10049,2016-09-15,1064.8,71,Verkoopboek projecten,20917
PR004013,C10050,2016-09-15,9970.4,71,Verkoopboek projecten,20918
PR004014,C10051,2016-09-15,1064.8,71,Verkoopboek projecten,20919
PR004015,C10053,2016-09-15,4791.6,71,Verkoopboek projecten,20920
PR004016,C10054,2016-09-15,2516.8,71,Verkoopboek projecten,20921
PR004017,C10055,2016-09-15,1210,71,Verkoopboek projecten,20922
PR004018,C10056,2016-09-15,4936.8,71,Verkoopboek projecten,20923
PR004019,C10057,2016-09-15,2129.6,71,Verkoopboek projecten,20924
PR004020,C10058,2016-09-15,2879.8,71,Verkoopboek projecten,20925
PR004021,C10059,2016-09-15,3726.8,71,Verkoopboek projecten,20926
PR004022,C10061,2016-09-15,1064.8,71,Verkoopboek projecten,20927
PR004023,C10064,2016-09-15,2274.8,71,Verkoopboek projecten,20928
PR004024,C10068,2016-09-15,5953.2,71,Verkoopboek projecten,20929
PR004025,C10069,2016-09-15,4452.8,71,Verkoopboek projecten,20930
PR004026,C10070,2016-09-15,3581.6,71,Verkoopboek projecten,20931
PR004027,C10072,2016-09-15,2371.6,71,Verkoopboek projecten,20932
PR004028,C10073,2016-09-15,3484.8,71,Verkoopboek projecten,20933
PR004029,C10079,2016-09-15,1210,71,Verkoopboek projecten,20934
PR004030,C10082,2016-09-15,6243.6,71,Verkoopboek projecten,20935
PR004031,C10084,2016-09-15,4331.8,71,Verkoopboek projecten,20936
PR004032,C10085,2016-09-15,2274.8,71,Verkoopboek projecten,20937
PR004033,C10086,2016-09-15,1452,71,Verkoopboek projecten,20938
PR004034,C10087,2016-09-15,4694.8,71,Verkoopboek projecten,20939
PR004035,C10088,2016-09-15,5130.4,71,Verkoopboek projecten,20940
PR004036,C10089,2016-09-15,2178,71,Verkoopboek projecten,20941
PR004037,C10090,2016-09-15,2662,71,Verkoopboek projecten,20942
PR004038,C10092,2016-09-15,5420.8,71,Verkoopboek projecten,20943
PR004039,C10093,2016-09-15,7356.8,71,Verkoopboek projecten,20944
PR004040,C10094,2016-09-15,3811.5,71,Verkoopboek projecten,20945
PR004041,C10096,2016-09-15,1306.8,71,Verkoopboek projecten,20946
PR004042,C10100,2016-09-15,2516.8,71,Verkoopboek projecten,20947
PR004043,C10101,2016-09-15,3823.6,71,Verkoopboek projecten,20948
PR004044,C10104,2016-09-15,1064.8,71,Verkoopboek projecten,20949
PR004045,C10107,2016-09-15,3872,71,Verkoopboek projecten,20950
PR004046,C10109,2016-09-15,1306.8,71,Verkoopboek projecten,20951
PR004047,C10111,2016-09-15,2420,71,Verkoopboek projecten,20952
PR004048,C10113,2016-09-15,968,71,Verkoopboek projecten,20953
PR004049,C10114,2016-09-15,1452,71,Verkoopboek projecten,20954
PR004050,C10115,2016-09-15,4791.6,71,Verkoopboek projecten,20955
PR004051,C10117,2016-09-15,6727.6,71,Verkoopboek projecten,20956
PR004052,C10119,2016-09-15,3484.8,71,Verkoopboek projecten,20957
PR004053,C10122,2016-09-15,3872,71,Verkoopboek projecten,20958
PR004054,C10124,2016-09-15,9462.2,71,Verkoopboek projecten,20959
PR004055,C10126,2016-09-15,5057.8,71,Verkoopboek projecten,20960
PR004056,C10131,2016-09-15,2371.6,71,Verkoopboek projecten,20961
PR004057,C10134,2016-09-15,1064.8,71,Verkoopboek projecten,20962
PR004058,C10137,2016-09-15,6727.6,71,Verkoopboek projecten,20963
PR004059,C10138,2016-09-15,1306.8,71,Verkoopboek projecten,20964
PR004060,C10139,2016-09-15,3799.4,71,Verkoopboek projecten,20965
PR004061,C10140,2016-09-15,2516.8,71,Verkoopboek projecten,20966
PR004062,C10144,2016-09-15,5178.8,71,Verkoopboek projecten,20967
PR004063,C10145,2016-09-15,1306.8,71,Verkoopboek projecten,20968
PR004064,C10146,2016-09-15,968,71,Verkoopboek projecten,20969
PR004065,C10148,2016-09-15,6098.4,71,Verkoopboek projecten,20970
PR004066,C10150,2016-09-15,3968.8,71,Verkoopboek projecten,20971
PR004067,C10153,2016-09-15,2178,71,Verkoopboek projecten,20972
PR004068,C10155,2016-09-15,3484.8,71,Verkoopboek projecten,20973
PR004069,C10157,2016-09-15,9244.4,71,Verkoopboek projecten,20974
PR004070,C10158,2016-09-15,1815,71,Verkoopboek projecten,20975
PR004071,C10159,2016-09-15,2274.8,71,Verkoopboek projecten,20976
PR004072,C10169,2016-09-15,2359.5,71,Verkoopboek projecten,20977
PR004073,C10170,2016-09-15,1936,71,Verkoopboek projecten,20978
PR004074,C10185,2016-09-15,5759.6,71,Verkoopboek projecten,20979
PR004075,C10186,2016-09-15,9982.5,71,Verkoopboek projecten,20980
PR004076,C10003,2016-09-30,2516.8,71,Verkoopboek projecten,20981
PR004077,C10005,2016-09-30,3012.9,71,Verkoopboek projecten,20982
PR004078,C10006,2016-09-30,7453.6,71,Verkoopboek projecten,20983
PR004079,C10008,2016-09-30,3678.4,71,Verkoopboek projecten,20984
PR004080,C10009,2016-09-30,4186.6,71,Verkoopboek projecten,20985
PR004081,C10010,2016-09-30,3581.6,71,Verkoopboek projecten,20986
PR004082,C10011,2016-09-30,4053.5,71,Verkoopboek projecten,20987
PR004083,C10012,2016-09-30,1306.8,71,Verkoopboek projecten,20988
PR004084,C10013,2016-09-30,6001.6,71,Verkoopboek projecten,20989
PR004085,C10014,2016-09-30,3968.8,71,Verkoopboek projecten,20990
PR004086,C10015,2016-09-30,4356,71,Verkoopboek projecten,20991
PR004087,C10018,2016-09-30,4694.8,71,Verkoopboek projecten,20992
PR004088,C10019,2016-09-30,1064.8,71,Verkoopboek projecten,20993
PR004089,C10021,2016-09-30,1452,71,Verkoopboek projecten,20994
PR004090,C10023,2016-09-30,968,71,Verkoopboek projecten,20995
PR004091,C10024,2016-09-30,4888.4,71,Verkoopboek projecten,20996
PR004092,C10025,2016-09-30,2129.6,71,Verkoopboek projecten,20997
PR004093,C10026,2016-09-30,1694,71,Verkoopboek projecten,20998
PR004094,C10027,2016-09-30,4694.8,71,Verkoopboek projecten,20999
PR004095,C10028,2016-09-30,6413,71,Verkoopboek projecten,21000
PR004096,C10029,2016-09-30,3872,71,Verkoopboek projecten,21001
PR004097,C10030,2016-09-30,7211.6,71,Verkoopboek projecten,21002
PR004098,C10031,2016-09-30,3726.8,71,Verkoopboek projecten,21003
PR004099,C10034,2016-09-30,2831.4,71,Verkoopboek projecten,21004
PR004100,C10035,2016-09-30,1210,71,Verkoopboek projecten,21005
PR004101,C10036,2016-09-30,2516.8,71,Verkoopboek projecten,21006
PR004102,C10037,2016-09-30,3630,71,Verkoopboek projecten,21007
PR004103,C10038,2016-09-30,2274.8,71,Verkoopboek projecten,21008
PR004104,C10040,2016-09-30,4065.6,71,Verkoopboek projecten,21009
PR004105,C10041,2016-09-30,6485.6,71,Verkoopboek projecten,21010
PR004106,C10042,2016-09-30,2420,71,Verkoopboek projecten,21011
PR004107,C10043,2016-09-30,968,71,Verkoopboek projecten,21012
PR004108,C10044,2016-09-30,3484.8,71,Verkoopboek projecten,21013
PR004109,C10045,2016-09-30,3388,71,Verkoopboek projecten,21014
PR004110,C10046,2016-09-30,2758.8,71,Verkoopboek projecten,21015
PR004111,C10048,2016-09-30,2420,71,Verkoopboek projecten,21016
PR004112,C10049,2016-09-30,4646.4,71,Verkoopboek projecten,21017
PR004113,C10050,2016-09-30,10139.8,71,Verkoopboek projecten,21018
PR004114,C10051,2016-09-30,2178,71,Verkoopboek projecten,21019
PR004115,C10053,2016-09-30,3460.6,71,Verkoopboek projecten,21020
PR004116,C10055,2016-09-30,1064.8,71,Verkoopboek projecten,21021
PR004117,C10056,2016-09-30,5082,71,Verkoopboek projecten,21022
PR004118,C10057,2016-09-30,4356,71,Verkoopboek projecten,21023
PR004119,C10059,2016-09-30,3726.8,71,Verkoopboek projecten,21024
PR004120,C10061,2016-09-30,5045.7,71,Verkoopboek projecten,21025
PR004121,C10063,2016-09-30,2904,71,Verkoopboek projecten,21026
PR004122,C10064,2016-09-30,2371.6,71,Verkoopboek projecten,21027
PR004123,C10068,2016-09-30,3000.8,71,Verkoopboek projecten,21028
PR004124,C10069,2016-09-30,968,71,Verkoopboek projecten,21029
PR004125,C10070,2016-09-30,2662,71,Verkoopboek projecten,21030
PR004126,C10072,2016-09-30,1210,71,Verkoopboek projecten,21031
PR004127,C10073,2016-09-30,3920.4,71,Verkoopboek projecten,21032
PR004128,C10076,2016-09-30,968,71,Verkoopboek projecten,21033
PR004129,C10079,2016-09-30,3339.6,71,Verkoopboek projecten,21034
PR004130,C10082,2016-09-30,2662,71,Verkoopboek projecten,21035
PR004131,C10084,2016-09-30,7308.4,71,Verkoopboek projecten,21036
PR004132,C10085,2016-09-30,1306.8,71,Verkoopboek projecten,21037
PR004133,C10087,2016-09-30,2371.6,71,Verkoopboek projecten,21038
PR004134,C10088,2016-09-30,5674.9,71,Verkoopboek projecten,21039
PR004135,C10089,2016-09-30,1306.8,71,Verkoopboek projecten,21040
PR004136,C10090,2016-09-30,1064.8,71,Verkoopboek projecten,21041
PR004137,C10092,2016-09-30,2420,71,Verkoopboek projecten,21042
PR004138,C10093,2016-09-30,2274.8,71,Verkoopboek projecten,21043
PR004139,C10094,2016-09-30,4791.6,71,Verkoopboek projecten,21044
PR004140,C10096,2016-09-30,907.5,71,Verkoopboek projecten,21045
PR004141,C10100,2016-09-30,3872,71,Verkoopboek projecten,21046
PR004142,C10101,2016-09-30,4840,71,Verkoopboek projecten,21047
PR004143,C10104,2016-09-30,1452,71,Verkoopboek projecten,21048
PR004144,C10107,2016-09-30,2516.8,71,Verkoopboek projecten,21049
PR004145,C10109,2016-09-30,1306.8,71,Verkoopboek projecten,21050
PR004146,C10111,2016-09-30,3242.8,71,Verkoopboek projecten,21051
PR004147,C10113,2016-09-30,7937.6,71,Verkoopboek projecten,21052
PR004148,C10114,2016-09-30,1306.8,71,Verkoopboek projecten,21053
PR004149,C10115,2016-09-30,5420.8,71,Verkoopboek projecten,21054
PR004150,C10116,2016-09-30,726,71,Verkoopboek projecten,21055
PR004151,C10117,2016-09-30,4452.8,71,Verkoopboek projecten,21056
PR004152,C10119,2016-09-30,968,71,Verkoopboek projecten,21057
PR004153,C10122,2016-09-30,6146.8,71,Verkoopboek projecten,21058
PR004154,C10124,2016-09-30,4307.6,71,Verkoopboek projecten,21059
PR004155,C10126,2016-09-30,5420.8,71,Verkoopboek projecten,21060
PR004156,C10131,2016-09-30,1306.8,71,Verkoopboek projecten,21061
PR004157,C10134,2016-09-30,3146,71,Verkoopboek projecten,21062
PR004158,C10136,2016-09-30,2178,71,Verkoopboek projecten,21063
PR004159,C10137,2016-09-30,2843.5,71,Verkoopboek projecten,21064
PR004160,C10138,2016-09-30,3242.8,71,Verkoopboek projecten,21065
PR004161,C10139,2016-09-30,3968.8,71,Verkoopboek projecten,21066
PR004162,C10144,2016-09-30,2662,71,Verkoopboek projecten,21067
PR004163,C10145,2016-09-30,1064.8,71,Verkoopboek projecten,21068
PR004164,C10146,2016-09-30,1306.8,71,Verkoopboek projecten,21069
